package, benchmark, threads, input-size, branch-instructions, branch-miss-percentage, L3-cache-misses, L3-cache-miss-percentage, L3-cache-references, cpu-cycles, total-instructions, IPC, cpu-clock, page-faults, L1-data-cache-loads, L1-instruction-cache-load-misses , LLC-load-misses, Exe-time, Speedup,u1,u2
parsec,ferret,39,simmedium,1259592830,215.253,66152602,5.25,25370903,13.676,185513092,12904611642,7747427843,0.6,5851.69,163765,3442452097,58894956,24879215,0.573,3.195462478
parsec,ferret,40,simmedium,1252961642,213.025,66377001,5.3,25798798,13.693,188412023,13015213011,7616215131,0.59,5881.77,164358,3395381940,61330066,25342892,0.588,3.113945578
parsec,ferret,64,simmedium,1264146855,208.916,66150799,5.23,27165087,14.127,192293563,13333447471,7880590346,0.59,6050.98,167425,3508150335,62113638,27346352,0.735,2.491156463
parsec,ferret,128,simmedium,1320287633,215.981,67371385,5.1,26692698,13.636,195756168,13493666590,7931282744,0.59,6112.99,166737,3596710998,61341246,26508283,0.819,2.235653236
parsec,ferret,1,simlarge,427822051,195.401,16596846,3.88,16565375,15.967,103747375,4807212583,2014768296,0.42,2189.46,136466,1059311129,49750660,15406341,7.049,1
parsec,ferret,2,simlarge,4024824853,202.07,218325787,5.42,73712044,15.628,471667712,44279122646,27485204479,0.62,19918,160112,11401312854,84889051,72323277,4.283,1.645809012
parsec,ferret,3,simlarge,4027033017,209.689,215023286,5.34,66580858,14.42,461713504,43512704968,27729544284,0.64,19204.82,155277,11604659726,75318106,66928006,2.422,2.910404624
parsec,ferret,4,simlarge,4084929834,189.511,218127797,5.34,71812472,15.221,471805867,47734179063,27768141920,0.58,21555.1,156320,11560765218,80210489,70198314,2.017,3.494794249
parsec,ferret,5,simlarge,4014627108,200.474,217732305,5.42,70437030,15.016,469075728,44373085032,27591451354,0.62,20025.67,157179,11416453807,80425697,70616958,2.199,3.205547976
parsec,ferret,6,simlarge,4050757880,191.495,216437936,5.34,71398085,14.899,479212279,46931735086,27707103542,0.59,21153.33,159443,11456847780,83216866,71442765,1.993,3.536879077
parsec,ferret,7,simlarge,4015486758,189.353,216987834,5.4,71872991,15.313,469374406,46993030429,27555040489,0.59,21206.3,156848,11435360089,78060552,71227474,2.024,3.48270751
parsec,ferret,8,simlarge,4016723219,196.836,219897007,5.47,69584890,14.958,465197318,45301690344,27598594179,0.61,20406.41,152371,11439199251,76625310,68136468,1.961,3.594594595
parsec,ferret,9,simlarge,4025030637,184.363,219190443,5.45,71372980,14.983,476368754,48697041338,27559997120,0.57,21832.06,157929,11473468292,82167561,70405796,1.743,4.044176707
parsec,ferret,10,simlarge,3986381234,191.908,217472265,5.46,69785281,14.993,465462918,46135498294,27520573222,0.6,20772.39,150921,11357903759,75403296,67892793,1.723,4.091120139
parsec,ferret,11,simlarge,4002022938,195.643,219249575,5.48,71016278,15.133,469293510,45449321227,27516360585,0.61,20455.76,150918,11423657514,76151167,69021412,1.84,3.830978261
parsec,ferret,12,simlarge,3982569430,189.345,216468679,5.44,71226882,15.394,462702363,46881558621,27500815424,0.59,21033.4,151826,11388844222,72046085,69630441,1.796,3.924832962
parsec,ferret,13,simlarge,4003688960,188.148,218175127,5.45,70462415,14.97,470679930,47281026653,27587629892,0.58,21279.51,151363,11410705138,77581516,69045180,1.789,3.94019005
parsec,ferret,14,simlarge,4017101161,188.259,217827402,5.42,71469623,15.318,466571014,47614997457,27545874238,0.58,21338.15,153577,11422500356,78263714,69687426,1.743,4.044176707
parsec,ferret,15,simlarge,4066495365,192.109,216132131,5.31,65102906,14.093,461965565,47518042389,27573719316,0.58,21167.63,151854,11478172109,77637583,65002373,1.331,5.296018032
parsec,ferret,16,simlarge,4077410052,173.802,216429288,5.31,65726397,14.581,450759083,52726231956,27440517960,0.52,23460.09,152986,11423236668,66511815,65827866,1.397,5.045812455
parsec,ferret,18,simlarge,4004824852,189.488,216911487,5.42,70133503,15.002,467507695,47109730495,27630275320,0.59,21135.01,155534,11386596830,80123968,70648159,1.715,4.110204082
parsec,ferret,19,simlarge,4010444191,189.312,219020853,5.46,70412588,15.061,467502927,47160168984,27596222559,0.59,21184.35,153845,11456788090,78854577,68934340,1.889,3.731604023
parsec,ferret,20,simlarge,4036007589,193.03,218682428,5.42,70818606,15.032,471123597,46478352151,27550358514,0.59,20908.75,155513,11446413352,81362570,70784366,1.831,3.849808848
parsec,ferret,21,simlarge,4033821941,175.309,216322285,5.36,72880799,15.427,472437617,51607698220,27780703740,0.54,23009.73,156328,11499419718,78582901,71400561,1.674,4.210872162
parsec,ferret,22,simlarge,4007618009,198.417,218862139,5.46,71420861,15.263,467929014,44785339619,27516950518,0.61,20197.95,157286,11374967699,77839525,69527673,1.805,3.905263158
parsec,ferret,23,simlarge,4018950536,185.549,219517090,5.46,71222628,14.977,475532533,48099720859,27581398430,0.57,21659.8,156559,11474085949,83209467,70418035,1.819,3.875206157
parsec,ferret,24,simlarge,4039257578,193.388,218392941,5.41,71043948,15.074,471315802,46472692221,27554237134,0.59,20886.84,157488,11488522645,80752837,69508109,1.859,3.791823561
parsec,ferret,25,simlarge,4034002196,178.115,218469199,5.42,71851771,15.239,471502606,50514370525,27592421908,0.55,22648.33,158806,11412600162,78592051,70349579,1.71,4.122222222
parsec,ferret,26,simlarge,4020754018,184.496,219676784,5.46,71584786,15.25,469423671,48300112115,27694332529,0.57,21793.14,156343,11477701963,82960405,71122823,1.807,3.900940786
parsec,ferret,27,simlarge,4035582694,199.081,218676230,5.42,71521410,15.081,474238009,44863574476,27691552200,0.62,20271.02,158216,11488378765,78709979,68996572,1.857,3.795907377
parsec,ferret,28,simlarge,4018012859,191.825,216668536,5.39,71470913,15.213,469815077,47536340623,27824341886,0.59,20946.26,160343,11561615710,75841243,70530849,1.707,4.129466901
parsec,ferret,29,simlarge,4037312626,195.757,218813923,5.42,66937154,14.217,470840370,46193680450,27777276348,0.6,20624.1,160189,11616256784,75141893,66097328,1.352,5.213757396
parsec,ferret,30,simlarge,4020437828,199.283,218599883,5.44,70926450,15.192,466881988,44922888878,27604016732,0.61,20174.57,159502,11462608757,75955427,69896504,1.411,4.995747697
parsec,ferret,31,simlarge,4040156299,192.111,218600545,5.41,72140367,15.13,476790097,46574748888,27499723338,0.59,21030.35,159620,11449852527,83285685,72016466,1.743,4.044176707
parsec,ferret,32,simlarge,4019422116,177.588,217482912,5.41,70875516,15,472489022,50700287990,27801282888,0.55,22633.36,160177,11510767186,81615808,70314309,1.67,4.220958084
parsec,ferret,33,simlarge,4007862432,193.748,217256526,5.42,71470102,15.381,464661109,45999155401,27573972236,0.6,20685.96,164013,11428321813,79275218,70535567,1.78,3.96011236
parsec,ferret,34,simlarge,4082006757,182.659,219720220,5.38,71932847,15.037,478380765,49758289925,27933941134,0.56,22347.68,164730,11641371761,82030557,70961225,1.849,3.81233099
parsec,ferret,35,simlarge,4029447983,194.246,221925475,5.51,72896752,15.348,474960731,45898771270,27819941327,0.61,20744.09,163549,11516542226,84626811,70724260,1.842,3.826818675
parsec,ferret,36,simlarge,4024136728,196.874,218130801,5.42,71115055,15.134,469907630,45326377253,27750217107,0.61,20440.2,164541,11510543736,78218823,71104254,1.833,3.845608292
parsec,ferret,37,simlarge,4033419636,188.893,221028912,5.48,72369963,15.074,480103269,47461337463,27520747344,0.58,21352.91,164006,11445985043,83638566,72153172,1.652,4.266949153
parsec,ferret,38,simlarge,4022376059,197.749,219373016,5.45,70719137,14.911,474272680,45079541442,27739997246,0.62,20340.84,164877,11497826382,83248522,69969012,1.774,3.973506201
parsec,ferret,39,simlarge,4042681268,187.456,219802623,5.44,72022097,15.146,475525743,48034193730,27714650123,0.58,21566.03,164529,11509267942,83148417,71713732,1.945,3.624164524
parsec,ferret,40,simlarge,4032740542,193.645,219806153,5.45,74054785,15.544,476414633,46111403528,27747073163,0.6,20825.47,164951,11517887218,81543266,72003836,1.884,3.741507431
parsec,ferret,64,simlarge,4198463748,196.115,218413044,5.2,67390559,14.498,464839954,48377144240,28181049536,0.58,21408.16,176567,11881312977,67660853,65066488,1.849,3.81233099
parsec,ferret,128,simlarge,4266344977,197.176,225772448,5.29,77550329,15.013,516557848,48455296346,28679092924,0.59,21637.22,205740,12206042162,96167311,76172112,1.563,4.509916827
parsec,fluidanimate,1,simsmall,616142108,264.524,26682033,4.33,13251547,16.235,81624342,5354211444,3395824021,0.63,2329.24,138462,1594943232,35666423,12542493,0.658,1
parsec,fluidanimate,2,simsmall,615835768,219.153,27450472,4.46,17098469,17.439,98045839,6156814797,3404836716,0.55,2810.07,142040,1578674887,47386692,16990855,0.483,1.362318841
parsec,fluidanimate,3,simsmall,390427209,196.738,16167815,4.14,15319493,16.851,90913606,4379437348,1871638648,0.43,1984.5,136050,963331656,45277467,15128340,0.005,131.6
parsec,fluidanimate,4,simsmall,617457280,213.27,28039180,4.54,18068944,18.018,100282338,6433771465,3501531587,0.54,2895.2,146047,1606718936,49667495,17856729,0.363,1.812672176
parsec,fluidanimate,5,simsmall,398266697,206.041,15976349,4.01,15084830,16.828,89641092,4312834289,1868724940,0.43,1932.95,136832,958926919,43785705,14347801,0.008,82.25
parsec,fluidanimate,6,simsmall,390843706,201.17,15599019,3.99,14889716,16.574,89840001,4289179824,1849412019,0.43,1942.86,136137,952348234,44907275,14518439,0.005,131.6
parsec,fluidanimate,7,simsmall,393170953,208.772,15871774,4.04,14429891,16.328,88376748,4169074391,1774983738,0.43,1883.25,136478,927531635,43975411,13650432,0.005,131.6
parsec,fluidanimate,8,simsmall,671828395,229.165,29150078,4.34,16975042,17.055,99530680,6462618141,3621396658,0.56,2931.64,151712,1692613807,46509153,16739410,0.373,1.764075067
parsec,fluidanimate,9,simsmall,388240736,199.796,15952216,4.11,14492159,16.414,88292752,4268643689,1819874094,0.43,1943.18,136185,942993215,44695901,14294688,0.005,131.6
parsec,fluidanimate,10,simsmall,400788499,207.96,15716345,3.92,14761256,16.23,90952679,4276156797,1843781322,0.43,1927.24,136518,956147249,44416250,13964709,0.005,131.6
parsec,fluidanimate,11,simsmall,389001018,197.777,15918775,4.09,15250970,16.831,90612051,4360201180,1897235244,0.44,1966.87,136590,981150125,44407543,14884139,0.004,164.5
parsec,fluidanimate,12,simsmall,388435993,197.444,15667035,4.03,15014284,16.894,88874398,4352815058,1863173863,0.43,1967.32,136744,961231773,45230986,14860713,0.004,164.5
parsec,fluidanimate,13,simsmall,377804138,197.169,15899015,4.21,15097311,17.259,87475195,4217527959,1794583904,0.43,1916.15,136502,929030090,45228079,15049748,0.004,164.5
parsec,fluidanimate,14,simsmall,437820458,220.495,15610559,3.57,14949511,16.207,92243518,4383611000,1912940165,0.44,1985.63,136569,1002836425,44425562,14007342,0.005,131.6
parsec,fluidanimate,15,simsmall,385111537,197.453,15697442,4.08,14674328,16.645,88158608,4271129204,1771328127,0.41,1950.39,136565,913134194,44955017,14949010,0.004,164.5
parsec,fluidanimate,16,simsmall,752208413,229.802,30720064,4.08,18636766,17.443,106846852,7254212998,4151130836,0.57,3273.29,158832,1936061428,51270481,18207390,0.44,1.495454545
parsec,fluidanimate,18,simsmall,389146921,198.814,16231177,4.17,14935758,16.978,87972661,4316773489,1848422800,0.43,1957.35,136189,950019611,45813361,14931751,0.005,131.6
parsec,fluidanimate,19,simsmall,399442866,204.673,16024237,4.01,14269810,15.866,89936785,4291811904,1815530458,0.42,1951.61,136801,947359480,45277036,14084730,0.004,164.5
parsec,fluidanimate,20,simsmall,385438279,192.39,16234700,4.21,15131606,16.663,90806952,4438322148,1887399057,0.43,2003.42,136256,968105425,46308666,14810397,0.004,164.5
parsec,fluidanimate,21,simsmall,387055174,200.754,16117534,4.16,14824553,16.6,89305166,4226168001,1786954348,0.42,1928.01,136494,930462066,44149538,14134977,0.005,131.6
parsec,fluidanimate,22,simsmall,381590952,205.109,15667884,4.11,13760347,15.712,87579020,4098920403,1815135680,0.44,1860.43,136512,950896233,42722935,13514643,0.004,164.5
parsec,fluidanimate,23,simsmall,428476797,272.344,14744579,3.44,11631139,15.64,74366919,3630332573,1845736147,0.51,1573.29,136813,953319345,32936022,11988713,0.004,164.5
parsec,fluidanimate,24,simsmall,491433134,257.034,15575871,3.17,11385367,13.861,82139553,4275070405,2023410548,0.47,1911.94,136622,1068266783,39276513,10579680,0.004,164.5
parsec,fluidanimate,25,simsmall,388399680,223.488,15454993,3.98,10206042,13.35,76449061,3946272612,1899321346,0.48,1737.9,136616,991038339,36383254,11788326,0.004,164.5
parsec,fluidanimate,26,simsmall,438668560,258.766,14237723,3.25,10929720,14.04,77844539,3897818442,1902677997,0.49,1695.23,136636,989341915,34538099,10671996,0.004,164.5
parsec,fluidanimate,27,simsmall,383216034,196.25,16044428,4.19,14921763,16.252,91816210,4308108074,1855975439,0.43,1952.69,136293,961745027,45491437,14561548,0.005,131.6
parsec,fluidanimate,28,simsmall,386009859,197.584,15893940,4.12,15093686,16.635,90732964,4286560842,1846162026,0.43,1953.65,136206,950834345,46652977,15248754,0.004,164.5
parsec,fluidanimate,29,simsmall,397875007,199.258,15943943,4.01,15055181,17.003,88542229,4380431846,1865680814,0.43,1996.78,136046,968816716,45074166,14858926,0.004,164.5
parsec,fluidanimate,30,simsmall,388317098,191.571,15986851,4.12,15800446,17.318,91236476,4486274102,1849786757,0.41,2027.01,136702,956760151,46346118,15112759,0.004,164.5
parsec,fluidanimate,31,simsmall,391388860,201.171,15815110,4.04,15158340,16.925,89560105,4319468235,1790811350,0.41,1945.55,136586,924692249,45936723,14465163,0.004,164.5
parsec,fluidanimate,32,simsmall,926990608,232.698,30477625,3.29,21273235,18.028,118001211,8776186398,4806343790,0.55,3983.67,171676,2278262796,52431847,21042242,0.582,1.130584192
parsec,fluidanimate,33,simsmall,436937858,218.137,16283948,3.73,14006306,16.205,86429581,4427653475,1891221032,0.43,2003.05,136282,984522758,44927118,14222891,0.004,164.5
parsec,fluidanimate,34,simsmall,383439248,200.008,16005816,4.17,14792795,16.24,91089808,4258253344,1825046180,0.43,1917.12,136569,934567001,44931446,14236251,0.004,164.5
parsec,fluidanimate,35,simsmall,465729469,226.13,16023119,3.44,15149128,16.797,90190697,4572047532,2020486935,0.44,2059.57,136681,1049604096,45181224,14435339,0.005,131.6
parsec,fluidanimate,36,simsmall,386469605,197.554,16107512,4.17,14485401,16.024,90398078,4335029111,1845238572,0.43,1956.27,136553,947873207,45877879,14492062,0.005,131.6
parsec,fluidanimate,37,simsmall,380146800,199.161,15781030,4.15,14573529,16.457,88557349,4256197097,1790861384,0.42,1908.74,136477,924411789,44918759,14169058,0.004,164.5
parsec,fluidanimate,38,simsmall,389963623,199.882,16058858,4.12,15104884,16.99,88903993,4304757915,1850726012,0.43,1950.97,136629,948793753,45745340,14070221,0.006,109.6666667
parsec,fluidanimate,39,simsmall,379963127,193.545,15882314,4.18,15676603,17.693,88602668,4336250192,1875070101,0.43,1963.18,136249,963539141,45987438,15149650,0.005,131.6
parsec,fluidanimate,40,simsmall,376326509,195.678,15969686,4.24,15164279,16.845,90020381,4254830237,1817959907,0.43,1923.2,136534,936542330,45210382,15174396,0.004,164.5
parsec,fluidanimate,64,simsmall,1223371944,251.726,33893372,2.77,23020082,18.216,126373238,10781321055,6020296206,0.56,4859.94,185976,2864498337,60818287,22953677,0.887,0.741826381
parsec,fluidanimate,128,simsmall,1753840811,268.56,33598884,1.92,25077749,17.459,143638073,14468847378,8580828543,0.59,6530.53,211364,4052857171,63346296,24631415,1.227,0.536267319
parsec,fluidanimate,1,simmedium,833622711,235.835,39457349,4.73,21072192,18.003,117047326,7839277595,5035172595,0.64,3534.77,140967,2165201148,48045152,20232787,1.498,1
parsec,fluidanimate,2,simmedium,872945376,238.223,41737885,4.78,19053196,16.221,117457016,8080289230,5206268728,0.64,3664.41,143394,2271577025,47433835,19041130,1.106,1.35443038
parsec,fluidanimate,3,simmedium,443989333,279.258,14326148,3.23,10939858,14.581,75028869,3636835870,1903394265,0.52,1589.89,136518,984162349,31807365,10610969,0.004,374.5
parsec,fluidanimate,4,simmedium,933059361,261.942,41388407,4.44,16326109,14.925,109386235,8096123714,5378993644,0.66,3562.08,147433,2396115868,42538438,15473276,0.658,2.276595745
parsec,fluidanimate,5,simmedium,392837184,229.207,15011244,3.82,11836474,14.812,79910871,3907349892,1862082090,0.48,1713.89,136501,959013921,37619822,11415809,0.004,374.5
parsec,fluidanimate,6,simmedium,407079277,219.419,15763792,3.87,11580745,14.026,82564879,4176477542,1926251121,0.46,1855.26,136868,990452286,40108232,12200165,0.004,374.5
parsec,fluidanimate,7,simmedium,385349962,209.176,15359362,3.99,14883681,17.095,87064653,4089223090,1873052752,0.46,1842.23,136662,961293100,41939309,14134080,0.004,374.5
parsec,fluidanimate,8,simmedium,971005253,223.871,43511259,4.48,21749499,17.27,125941161,9604837123,5715877401,0.6,4337.34,156045,2535642023,51722253,21000029,0.672,2.229166667
parsec,fluidanimate,9,simmedium,383848807,197.231,15730718,4.1,14880322,16.766,88754534,4326376858,1840460448,0.43,1946.19,136664,953134462,46008598,14860360,0.004,374.5
parsec,fluidanimate,10,simmedium,383137457,200.585,15804142,4.12,14558823,16.269,89487630,4220951912,1808719783,0.43,1910.1,136543,941632375,44721403,14443038,0.004,374.5
parsec,fluidanimate,11,simmedium,392708449,200.053,15913335,4.05,15605289,16.96,92013458,4320045003,1832014846,0.42,1963.02,136248,963394899,46188664,14984441,0.004,374.5
parsec,fluidanimate,12,simmedium,396308213,195.064,16191807,4.09,15258184,16.688,91433546,4512041186,1921973422,0.43,2031.68,136481,992386454,47487370,15192711,0.005,299.6
parsec,fluidanimate,13,simmedium,390915128,206.518,15778766,4.04,14545852,16.389,88753032,4176451527,1821092637,0.44,1892.89,136516,949121691,44111742,13925867,0.004,374.5
parsec,fluidanimate,14,simmedium,394078599,203.756,15625881,3.97,14986324,16.57,90439948,4285719331,1831144789,0.43,1934.07,136567,951596111,44573562,14483531,0.005,299.6
parsec,fluidanimate,15,simmedium,394573762,204.344,16097084,4.08,14176084,16.026,88454891,4251168231,1853688772,0.44,1930.93,136494,968703104,45456148,13926122,0.004,374.5
parsec,fluidanimate,16,simmedium,1061913536,234.369,43277265,4.08,22149137,17.519,126432217,10034492072,6068090267,0.6,4530.95,163825,2729317244,52911454,21352604,0.66,2.26969697
parsec,fluidanimate,18,simmedium,400940250,204.106,15939147,3.98,15238060,16.805,90677832,4344227853,1851307552,0.43,1964.37,136269,960705703,44830407,14749721,0.004,374.5
parsec,fluidanimate,19,simmedium,388083211,198.107,16105333,4.15,15075802,16.529,91205555,4311205881,1769189754,0.41,1958.96,136525,922831077,45018388,14288186,0.005,299.6
parsec,fluidanimate,20,simmedium,382373336,201.534,15669442,4.1,14641097,16.182,90475220,4226359421,1793401271,0.42,1897.32,136903,929835031,45759549,14494123,0.004,374.5
parsec,fluidanimate,21,simmedium,393547003,208.292,15458556,3.93,15097736,17.016,88726086,4211575182,1780777934,0.42,1889.4,136287,930099379,44072048,13780642,0.004,374.5
parsec,fluidanimate,22,simmedium,402239862,200.635,15581470,3.87,15552962,17.056,91189705,4365537002,1874355854,0.43,2004.83,136762,979505468,45646797,14765005,0.004,374.5
parsec,fluidanimate,23,simmedium,381302189,199.031,15940665,4.18,14738870,16.547,89073603,4226898079,1812686508,0.43,1915.79,136334,938143582,44197135,14589332,0.004,374.5
parsec,fluidanimate,24,simmedium,518847041,241.845,15682176,3.02,14999788,16.345,91767650,4709762768,2098546865,0.45,2145.37,136682,1108546209,44960695,14626075,0.004,374.5
parsec,fluidanimate,25,simmedium,398416830,204.738,15750203,3.95,15599213,17.219,90594834,4323456671,1836026169,0.42,1945.99,136598,956666286,44443893,14800317,0.004,374.5
parsec,fluidanimate,26,simmedium,393542141,204.844,15897248,4.04,15284182,17.187,88927502,4249309966,1888785570,0.44,1921.18,136646,971345340,45392618,14941077,0.004,374.5
parsec,fluidanimate,27,simmedium,387109891,200.575,15872304,4.1,15105921,16.962,89057419,4270512375,1888758711,0.44,1930,136952,977813763,45008481,14582338,0.004,374.5
parsec,fluidanimate,28,simmedium,378988000,194.613,16256706,4.29,15230653,16.236,93810660,4295954323,1772039135,0.41,1947.39,136009,916874291,45800956,14905661,0.004,374.5
parsec,fluidanimate,29,simmedium,479737387,296.735,14166068,2.95,9158327,12.243,74807005,3722106110,2010551303,0.54,1616.72,136582,1042223161,30810166,9283534,0.004,374.5
parsec,fluidanimate,30,simmedium,415926970,231.093,15631202,3.76,11487699,14.01,81998401,4074439584,1896171579,0.47,1799.83,136364,997752624,39498838,11355131,0.003,499.3333333
parsec,fluidanimate,31,simmedium,474848143,256.016,15386998,3.24,10520490,13.002,80917073,4210004346,2051276021,0.49,1854.76,136636,1093164287,37855567,10775357,0.004,374.5
parsec,fluidanimate,32,simmedium,1288548101,248.979,44847611,3.48,20534677,16.002,128324539,11629865575,7013696232,0.6,5175.32,177094,3210628677,47097619,19972327,0.702,2.133903134
parsec,fluidanimate,33,simmedium,387309158,201.205,15693278,4.05,14225995,16.007,88875795,4259067084,1846038004,0.43,1924.95,136433,954785286,44031249,14158026,0.005,299.6
parsec,fluidanimate,34,simmedium,389291015,204.017,15854021,4.07,13991616,15.865,88191739,4229117283,1880719974,0.44,1908.13,136408,964309958,45008059,13820834,0.005,299.6
parsec,fluidanimate,35,simmedium,388444088,203.409,16059075,4.13,14812978,16.827,88031905,4141639911,1802478639,0.44,1909.67,136553,936965527,44126930,14225221,0.004,374.5
parsec,fluidanimate,36,simmedium,375252994,191.658,15847381,4.22,15078344,16.774,89892291,4328674562,1846491607,0.43,1957.93,136526,946696456,45799919,15109856,0.005,299.6
parsec,fluidanimate,37,simmedium,390952122,199.325,15817567,4.05,14794251,16.568,89294132,4369708384,1804200765,0.41,1961.38,136263,938138728,44708141,14283977,0.004,374.5
parsec,fluidanimate,38,simmedium,384291346,196.47,16230788,4.22,15537268,17.185,90413266,4306822383,1831339774,0.43,1955.98,136602,945998590,44994462,14574411,0.005,299.6
parsec,fluidanimate,39,simmedium,384170645,204.593,15596765,4.06,14174118,15.876,89278234,4176699218,1858806436,0.45,1877.73,136606,962582999,43925581,13536828,0.004,374.5
parsec,fluidanimate,40,simmedium,394917001,202.64,15856619,4.02,14743020,16.53,89189623,4307728850,1819471867,0.42,1948.86,136440,946891017,44477976,13715038,0.004,374.5
parsec,fluidanimate,64,simmedium,1553547939,243.55,45260512,2.91,27689179,18.211,152044949,14115356367,8488004950,0.6,6378.78,192504,3896804501,59205678,26861537,1.096,1.366788321
parsec,fluidanimate,128,simmedium,2199597239,247.492,48672296,2.21,32942319,18.08,182202898,19490487755,11272964069,0.58,8887.55,222931,5235458663,74495566,32574276,1.47,1.019047619
parsec,fluidanimate,1,simlarge,1757548349,272.886,84349532,4.8,27446180,20.775,132112686,14380601358,11786382127,0.82,6440.58,146724,4699994129,52539095,26557377,4.731,1
parsec,fluidanimate,2,simlarge,1826167198,250.836,93332145,5.11,32539150,21.865,148819962,16206538558,11995672906,0.74,7280.32,159428,4913941551,58267219,32569241,2.895,1.634196891
parsec,fluidanimate,3,simlarge,389829579,200.114,15829776,4.06,14939239,16.826,88785242,4303075758,1843995250,0.43,1948.04,136515,959154459,45265421,15079677,0.005,946.2
parsec,fluidanimate,4,simlarge,1876533314,249.165,92477282,4.93,29287514,19.932,146936943,16615377894,12287639376,0.74,7531.29,173825,5048324290,58663944,29032416,2.19,2.160273973
parsec,fluidanimate,5,simlarge,393994594,228.489,15188855,3.86,12367011,14.719,84023261,3880218883,1834741511,0.47,1724.35,136542,948946477,38303452,12018909,0.005,946.2
parsec,fluidanimate,6,simlarge,407511465,229.388,15301494,3.75,11669381,13.764,84783989,4039545786,1834303103,0.45,1776.51,136230,969222484,38896608,10461873,0.004,1182.75
parsec,fluidanimate,7,simlarge,402747951,223.373,15879899,3.94,11182947,13.521,82710194,4096490197,1911057119,0.47,1803.03,136537,997559435,40134686,11135164,0.004,1182.75
parsec,fluidanimate,8,simlarge,1997414774,264.968,96177742,4.82,26585894,18.752,141778640,17231653942,12896274253,0.75,7538.33,172356,5453359560,50745856,26002297,1.521,3.110453649
parsec,fluidanimate,9,simlarge,383198410,189.684,15911358,4.15,15418946,16.89,91291718,4493461162,1845644795,0.41,2020.19,136728,952460604,47970961,15621138,0.004,1182.75
parsec,fluidanimate,10,simlarge,437332785,214.288,15847881,3.62,15635157,16.57,94357294,4540259477,2029850223,0.45,2040.86,136504,1039777875,45618851,15044919,0.004,1182.75
parsec,fluidanimate,11,simlarge,379607365,203.501,15582767,4.1,14384360,16.059,89571707,4100197864,1824220110,0.44,1865.38,136525,949367006,44260761,13955413,0.005,946.2
parsec,fluidanimate,12,simlarge,404486571,214.047,15689068,3.88,13819977,15.669,88200388,4183651090,1811789582,0.43,1889.71,136226,953752576,44268052,14021135,0.005,946.2
parsec,fluidanimate,13,simlarge,385037253,198.843,16242253,4.22,14517225,15.93,91129626,4242126130,1827006356,0.43,1936.39,136530,947742643,45726870,14148589,0.004,1182.75
parsec,fluidanimate,14,simlarge,392824087,200.93,15888490,4.04,15227607,16.72,91076634,4332068430,1856387973,0.43,1955.03,136491,962387870,44894053,14882208,0.004,1182.75
parsec,fluidanimate,15,simlarge,385403745,189.222,16442135,4.27,15844869,17.244,91887419,4462119815,1873481593,0.42,2036.78,136801,968347477,46772034,15505081,0.004,1182.75
parsec,fluidanimate,16,simlarge,2128350591,238.231,95284189,4.48,33942294,21.041,161312240,19685141165,13400788635,0.68,8933.98,189828,5667972885,59244108,32476344,1.683,2.811051693
parsec,fluidanimate,18,simlarge,374677997,191.978,15895948,4.24,15215272,16.527,92063374,4301145741,1845741028,0.43,1951.67,136566,940748673,45329985,14905521,0.005,946.2
parsec,fluidanimate,19,simlarge,393837460,198.386,15713704,3.99,15493290,16.977,91262728,4384912657,1854937868,0.42,1985.21,136194,962376868,46093219,14989139,0.005,946.2
parsec,fluidanimate,20,simlarge,398215174,200.198,16011024,4.02,15012942,16.181,92782454,4395367103,1867229256,0.42,1989.11,136599,970539157,47247165,14689177,0.004,1182.75
parsec,fluidanimate,21,simlarge,400934982,212.488,15852101,3.95,14165650,15.847,89390328,4203030605,1826674026,0.43,1886.86,136402,951427104,43322408,13181989,0.004,1182.75
parsec,fluidanimate,22,simlarge,395827596,203.194,16052724,4.06,14629670,16.139,90649388,4288305995,1870140950,0.44,1948.03,136307,977637935,46469387,14528037,0.007,675.8571429
parsec,fluidanimate,23,simlarge,391391382,201.632,15545922,3.97,14763335,16.354,90272267,4305109044,1866546588,0.43,1941.11,136572,963237970,46181557,14080043,0.004,1182.75
parsec,fluidanimate,24,simlarge,376450992,195.664,16259862,4.32,14597584,16.491,88517364,4237454070,1760250858,0.42,1923.96,136508,919167746,44496955,14074438,0.004,1182.75
parsec,fluidanimate,25,simlarge,402495112,203.595,15840810,3.94,15094424,16.772,89997144,4354094603,1895906073,0.44,1976.94,136602,987412784,46990247,15086056,0.004,1182.75
parsec,fluidanimate,26,simlarge,378452319,199.709,15773343,4.17,14367320,15.991,89846938,4194818555,1858047905,0.44,1895.02,136573,954646732,44702329,14479453,0.004,1182.75
parsec,fluidanimate,27,simlarge,392528191,193.748,16201503,4.13,16019265,17.492,91581270,4411989211,1838855025,0.42,2025.97,136624,961766480,45938902,15566406,0.004,1182.75
parsec,fluidanimate,28,simlarge,379154639,196.662,15930203,4.2,15137029,16.69,90694381,4248925471,1823115511,0.43,1927.95,136607,930950556,45869587,15214987,0.006,788.5
parsec,fluidanimate,29,simlarge,397011332,200.352,16115954,4.06,15409036,16.632,92647073,4371947431,1842625846,0.42,1981.57,136493,960607398,47115214,14593560,0.005,946.2
parsec,fluidanimate,30,simlarge,522466573,283.324,15141144,2.9,11108630,13.862,80135977,4162358947,2232490891,0.54,1844.06,136893,1176876653,35024309,10830065,0.004,1182.75
