package, benchmark, threads, input-size, branch-instructions, branch-miss-percentage, L3-cache-misses, L3-cache-miss-percentage, L3-cache-references, cpu-cycles, total-instructions, IPC, cpu-clock, page-faults, L1-data-cache-loads, L1-instruction-cache-load-misses , LLC-load-misses, Exe-time, Speedup,u1,u2
parsec,canneal,37,simsmall,892219130,144.468,39988699,4.48,34697316,18.504,187512702,13732057550,3886574924,0.28,6175.9,153457,1997780998,85398254,33467715,2.091,1.300334768
parsec,canneal,38,simsmall,842817866,156.642,38786055,4.6,33554669,19.196,174796221,11999337614,3779640154,0.31,5380.55,145210,1952407301,70196469,32940350,2.518,1.079825258
parsec,canneal,39,simsmall,887459370,195.572,35459015,4,27471581,17.547,156556940,10456656818,3765410842,0.36,4537.77,145272,1949102234,53912289,27124835,1.925,1.412467532
parsec,canneal,40,simsmall,841257824,181.397,35661170,4.24,28389929,17.822,159295260,10578580528,3742807396,0.35,4637.65,145075,1904744062,57520066,27437216,1.745,1.558166189
parsec,canneal,64,simsmall,819071926,161.169,36821892,4.5,34268570,19.938,171876725,11347452737,3733007887,0.33,5082.07,144893,1901685654,67887406,32345129,2.192,1.240419708
parsec,canneal,128,simsmall,870398290,146.964,41131788,4.73,38226232,20.258,188699499,13134079767,3888201836,0.3,5922.51,153734,2027606071,83828768,36056593,2.368,1.148226351
parsec,canneal,1,simmedium,1280506611,139.942,64959607,5.07,60979314,21.174,287994914,20357508988,5924367665,0.29,9150.26,195450,3072191242,113264543,59085848,6.993,1
parsec,canneal,2,simmedium,1265982435,135.383,61950267,4.89,62038122,21.788,284735430,20656208517,5875714224,0.28,9351.09,179800,3027894207,113213743,58686208,6.034,1.158932715
parsec,canneal,3,simmedium,1252994476,125.821,62633119,5,61617388,21.333,288840981,22095918883,5874337275,0.27,9958.58,181333,3004385629,120681959,59450597,5.998,1.16588863
parsec,canneal,4,simmedium,1281594353,156.805,60693677,4.74,52718421,20.531,256773748,18776944513,5900903065,0.31,8173.16,181545,3078193098,79910997,51627847,4.733,1.477498415
parsec,canneal,5,simmedium,1264560220,134.852,61970202,4.9,62476342,21.817,286369481,20792168571,5835632471,0.28,9377.4,180217,3013412687,114822858,59262706,4.793,1.459002712
parsec,canneal,6,simmedium,1280417360,132.769,61858931,4.83,63981197,22.081,289756939,21510920134,5905100075,0.27,9643.91,181711,3036722037,114255622,60925879,4.926,1.419610231
parsec,canneal,7,simmedium,1271138870,125.542,65959784,5.19,63513619,21.515,295210264,22567119736,5853173693,0.26,10125.2,181476,3022639896,122466127,60242408,5.669,1.233550891
parsec,canneal,8,simmedium,1270877347,130.667,63120500,4.97,63001284,21.497,293070234,21646088700,5791608056,0.27,9726.07,181273,2984008327,117857679,59876789,4.733,1.477498415
parsec,canneal,9,simmedium,1282673119,152.778,59442087,4.63,55429949,21.381,259245547,19344421618,5944769211,0.31,8395.66,163975,3066452508,80439782,53884556,5.123,1.365020496
parsec,canneal,10,simmedium,1295480659,130.291,67205073,5.19,59872727,21.013,284929048,22398090059,6014043139,0.27,9942.94,181499,3107314674,106083576,56779752,4.441,1.57464535
parsec,canneal,11,simmedium,1292837773,133.222,63895684,4.94,63930852,21.787,293432972,21552911225,5920075445,0.27,9704.4,181655,3063921509,115193412,60898806,4.725,1.48
parsec,canneal,12,simmedium,1290636851,119.865,65967891,5.11,65561240,21.527,304557476,23953499288,6024204875,0.25,10767.45,179728,3119896456,124529214,62370927,5.342,1.309060277
parsec,canneal,13,simmedium,1301971892,129.624,63472522,4.88,63530259,21.912,289928138,22343343853,5942814426,0.27,10044.19,179813,3077076252,118566668,60270290,5.046,1.385850178
parsec,canneal,14,simmedium,1314886121,125.134,66622960,5.07,64439238,20.475,314722090,23395506218,5963664330,0.25,10507.84,180134,3113357361,127523796,62169456,5.109,1.36876101
parsec,canneal,15,simmedium,1367115113,155.761,62983833,4.61,55444961,20.34,272596476,20019977804,6051514302,0.3,8776.98,166056,3153718647,96504892,53228802,4.793,1.459002712
parsec,canneal,16,simmedium,1284103727,133.789,65057905,5.07,63206599,21.89,288750243,21488233039,5916903822,0.28,9597.94,180645,3073299831,114882149,60767712,4.35,1.607586207
parsec,canneal,18,simmedium,1278376558,130,63975554,5,63507060,22.137,286886922,21949942853,5868087970,0.27,9833.63,164353,3040684555,111545760,60578597,5.054,1.38365651
parsec,canneal,19,simmedium,1260380637,120.198,66150741,5.25,62433995,21.593,289143788,23281707479,5859594992,0.25,10485.83,164163,3021063212,124388771,59359975,5.552,1.25954611
parsec,canneal,20,simmedium,1279620510,131.58,62813620,4.91,63932968,21.798,293301092,21574539970,5948695775,0.28,9725.06,163827,3059593018,114081628,61146619,5.248,1.332507622
parsec,canneal,21,simmedium,1279920506,132.415,62449711,4.88,62895132,22.076,284907593,21686797671,5930244956,0.27,9666,181497,3057550068,108949415,59589409,5.423,1.289507653
parsec,canneal,22,simmedium,1291706133,168.67,58018178,4.49,51649484,20.697,249545356,17608865992,5930675094,0.34,7658.2,165831,3075554960,77745534,49420109,4.402,1.588596093
parsec,canneal,23,simmedium,1296309270,134.582,63376634,4.89,62578176,22.239,281383495,21424768456,5920880623,0.28,9632.13,165378,3054272421,106518967,58986855,5.054,1.38365651
parsec,canneal,24,simmedium,1265956095,121.925,63900874,5.05,63192005,21.464,294415709,23051274209,5826250326,0.25,10383.08,165369,2992336142,119049264,59808605,5.041,1.387224757
parsec,canneal,25,simmedium,1318574702,131.904,63430204,4.81,64727357,21.941,295002618,22135641316,5953048297,0.27,9996.51,164806,3077224372,119539293,61622871,5.412,1.292128603
parsec,canneal,26,simmedium,1264635215,127.699,64796087,5.12,63246318,22.188,285053665,22086058329,5861311897,0.27,9903.27,164708,3025401870,112370745,59751767,5.36,1.304664179
parsec,canneal,27,simmedium,1297438300,140.259,61810830,4.76,59441562,21.836,272219391,21047029642,6009187093,0.29,9250.29,165482,3120996350,84172852,57550035,5.622,1.243863394
parsec,canneal,28,simmedium,1313436843,130.872,64248549,4.89,61005681,20.81,293156172,22502572974,5948429125,0.26,10036.03,181243,3078421635,107496652,58481364,4.241,1.64890356
parsec,canneal,29,simmedium,1318966875,130.051,63541413,4.82,64513375,22.171,290981119,22616274620,6061682684,0.27,10141.95,180361,3121315120,122317415,60792917,5.427,1.288557214
parsec,canneal,30,simmedium,1303154441,126.9,67872567,5.21,63484229,21.137,300341637,22887672998,5966555950,0.26,10269.13,179097,3095377250,133562364,61108256,5.082,1.376033058
parsec,canneal,31,simmedium,1314734637,121.425,66292793,5.04,63070719,21.378,295030237,24084244958,5967603892,0.25,10827.58,178578,3114065700,126045426,60946061,7.101,0.984790875
parsec,canneal,32,simmedium,1272660683,119.266,65008097,5.11,61503372,21.187,290294909,23793844687,5867416478,0.25,10670.79,181461,3003797297,122504740,58906389,6.336,1.103693182
parsec,canneal,33,simmedium,1363452008,145.904,63284565,4.64,58445578,20.447,285838393,21250386357,6210850367,0.29,9344.83,181878,3252765694,99103182,55567716,4.54,1.54030837
parsec,canneal,34,simmedium,1302622392,122.005,65694879,5.04,67161654,22.187,302709125,23689683391,5955900514,0.25,10676.83,179580,3087687113,121547073,63949713,4.319,1.619124797
parsec,canneal,35,simmedium,1300192493,131.208,62576645,4.81,63621396,22.419,283779159,21927899298,5934574020,0.27,9909.42,164269,3048150979,113271760,60838270,5.311,1.316701186
parsec,canneal,36,simmedium,1305693916,127.456,64210405,4.92,64448360,21.95,293616792,22893110395,6049893967,0.26,10244.27,181822,3099590502,114992737,60505784,5.497,1.272148445
parsec,canneal,37,simmedium,1301633301,131.497,66654324,5.12,66671911,22.114,301491023,22024980849,6005099868,0.27,9898.61,165482,3099903715,125628622,62697022,5.303,1.318687535
parsec,canneal,38,simmedium,1293464176,129.304,64763178,5.01,63690329,21.412,297456128,22349247056,5972198437,0.27,10003.31,164769,3073332934,124802769,60757676,4.98,1.404216867
parsec,canneal,39,simmedium,1331368706,143.963,62462914,4.69,58064268,20.317,285785192,21112753920,6103621584,0.29,9247.98,165397,3173454631,105441279,55624108,4.535,1.542006615
parsec,canneal,40,simmedium,1307893360,126.923,67875655,5.19,65351688,21.47,304388641,22956858197,5963102230,0.26,10304.63,181423,3122169613,121374626,62110759,5.49,1.273770492
parsec,canneal,64,simmedium,1369606331,126.158,64406354,4.7,67778337,22.555,300501213,24099580729,6188724897,0.26,10856.25,181457,3215229453,120919965,63692660,5.336,1.310532234
parsec,canneal,128,simmedium,1383544525,122.682,69041803,4.99,71299730,22.075,322986769,25179836658,6338317214,0.25,11277.44,182256,3280362806,130282111,67084591,6.127,1.141341603
parsec,canneal,1,simlarge,2271244675,122.135,107282777,4.72,120304437,23.329,515681768,42397954875,10400129752,0.25,18596.15,356701,5370202202,159676710,113159156,15.366,1
parsec,canneal,2,simlarge,2307067990,113.884,108678553,4.71,121966790,23.864,511096659,44548601443,10457621346,0.23,20258.09,381593,5359374766,160719656,113441288,17.854,0.860647474
parsec,canneal,3,simlarge,2204830719,120.364,116873273,5.3,118700742,22.998,516133627,40415185581,10148686742,0.25,18317.96,288790,5214195701,190678991,110773540,14.481,1.061114564
parsec,canneal,4,simlarge,2240297205,113.691,110402202,4.93,121187012,23.798,509223103,43133767528,10268288843,0.24,19705.13,317407,5247273325,180698286,112530551,14.186,1.083180601
parsec,canneal,5,simlarge,2215437620,125.079,109795135,4.96,118679008,23.607,502731024,39538480118,10123886719,0.26,17712.34,266226,5180895261,171548356,110498867,19.2,0.8003125
parsec,canneal,6,simlarge,2205100717,126.893,107949648,4.9,117408811,24.089,487390294,39681316424,10150747734,0.26,17377.7,267151,5220386735,159758359,110243630,13.431,1.14406969
parsec,canneal,7,simlarge,2249933069,106.311,114472687,5.09,126835903,23.224,546150217,46567907304,10292633724,0.22,21163.62,318394,5284622541,209832092,117451956,10.1,1.521386139
parsec,canneal,8,simlarge,2212505407,118.515,109396581,4.94,120972123,24.421,495366814,41733550507,10065311175,0.24,18668.61,234209,5162010851,166850854,112528279,11.212,1.370495897
parsec,canneal,9,simlarge,2216323272,121.999,115374660,5.21,119179673,23.511,506909579,41336583322,10199507139,0.25,18166.69,289192,5299400706,179152837,111177108,10.649,1.44295239
parsec,canneal,10,simlarge,2293011440,106.747,116013474,5.06,129067518,22.858,564651085,47823351500,10592653069,0.22,21480.79,315363,5450600644,219587405,119190816,10.124,1.517779534
parsec,canneal,11,simlarge,2210238256,111.695,112197502,5.08,123529944,23.699,521249954,44340987711,10198518674,0.23,19788.23,233517,5203910479,202572897,114827869,11.624,1.321920165
parsec,canneal,12,simlarge,2222786649,109.685,122983271,5.53,124321854,23.588,527048473,45296846598,10239224146,0.23,20265.11,255929,5279160719,215662269,114501497,10.549,1.45663096
parsec,canneal,13,simlarge,2257231528,102.61,119410177,5.29,120391673,21.683,555226286,49447256738,10390215896,0.21,21998.09,350665,5345953020,228883769,111646910,14.638,1.04973357
parsec,canneal,14,simlarge,2240774404,112.107,120029596,5.36,126892604,23.196,547044103,44611584762,10370150872,0.23,19987.9,313968,5329068474,211619797,117330995,11.23,1.368299199
parsec,canneal,15,simlarge,2218929045,118.629,110287497,4.97,120251423,24.159,497757550,41593629650,10062381860,0.24,18704.72,238370,5155545727,171243354,111451921,12.454,1.233820459
parsec,canneal,16,simlarge,2298013325,130.175,110730648,4.82,110230503,22.332,493589113,40483568156,10369886366,0.26,17653.2,266342,5391569655,147239360,104846919,9.337,1.645710614
parsec,canneal,18,simlarge,2251284004,104.367,115518737,5.13,128697786,23.22,554244406,48098609830,10313574551,0.21,21570.75,315047,5313764362,214289363,119051195,11.305,1.359221583
parsec,canneal,19,simlarge,2234813450,115.868,117933757,5.28,123914850,23.836,519860771,42988025073,10164933946,0.24,19287.51,230610,5216219255,199485295,115088730,11.658,1.318064848
parsec,canneal,20,simlarge,2278457027,128.508,110793578,4.86,113984667,23.598,483031704,40520519139,10366048688,0.26,17730.12,238014,5364773122,146576540,106820310,10.313,1.489964123
parsec,canneal,21,simlarge,2247163541,114.256,112249606,5,125520327,24.118,520450153,43932566618,10210635001,0.23,19667.87,232783,5209319279,196371387,115840635,12.458,1.233424306
parsec,canneal,22,simlarge,2285500453,108.575,113208156,4.95,129427570,23.463,551618717,47003094349,10407664295,0.22,21049.91,293028,5334773620,202470261,119646021,13.485,1.13948832
parsec,canneal,23,simlarge,2266859067,112.663,114517498,5.05,120904946,22.615,534629569,45663010740,10431108876,0.23,20120.77,320677,5397276896,178397964,112883723,10.536,1.458428246
parsec,canneal,24,simlarge,2318681356,107.537,118336382,5.1,124117062,22.511,551356094,48563873592,10508912272,0.22,21561.71,313984,5425016015,222632235,114892464,16.889,0.909822962
parsec,canneal,25,simlarge,2221416774,118.702,110380556,4.97,121999864,24.47,498566814,41909757360,10202396859,0.24,18714.28,238659,5193675847,171975704,113051977,13.676,1.123574144
parsec,canneal,26,simlarge,2290515975,110.114,121247530,5.29,131174441,23.695,553602938,46570510881,10487467918,0.23,20801.29,314243,5405417900,213653541,121515633,10.13,1.516880553
parsec,canneal,27,simlarge,2313979611,113.552,119630770,5.17,123107752,22.769,540682794,45856478386,10460690280,0.23,20378.16,290685,5423981118,194670826,114450090,10.839,1.417658456
parsec,canneal,28,simlarge,2244798944,117.701,117071881,5.22,123637293,23.573,524483607,42742303466,10270322637,0.24,19072.09,237619,5293443685,187597265,115489305,12.417,1.23749698
parsec,canneal,29,simlarge,2225141075,117.374,117321924,5.27,126072825,24.199,520980322,42357365852,10221610140,0.24,18957.69,232965,5262586202,186599172,116605265,10.627,1.445939588
parsec,canneal,30,simlarge,2256450882,125.692,110069864,4.88,112668465,22.706,496200553,41158944734,10404977910,0.25,17952.18,237677,5370703457,134682814,105510368,9.131,1.682838681
parsec,canneal,31,simlarge,2246725339,115.4,118010912,5.25,125131230,23.771,526392306,43715513447,10268402624,0.23,19468.98,231531,5277695458,190533977,115624169,10.857,1.415308096
parsec,canneal,32,simlarge,2299126066,106.116,123213078,5.36,129775134,22.449,578098328,48555266379,10606651991,0.22,21666.07,331621,5515082071,217386648,121477802,11.566,1.328549196
parsec,canneal,33,simlarge,2293250117,125.077,106212582,4.63,115691155,23.648,489230703,42041288229,10458655228,0.25,18334.69,239983,5408451482,135947105,108911562,12.513,1.228002877
parsec,canneal,34,simlarge,2274250247,113.637,118725793,5.22,126857153,23.397,542189737,44892031389,10378831983,0.23,20013.29,264468,5333387958,201520799,117568088,9.777,1.571647745
parsec,canneal,35,simlarge,2262177842,112.564,120369700,5.32,127319862,23.601,539463864,44917018205,10335616129,0.23,20096.79,261347,5319672330,207772546,117355705,10.09,1.522893954
parsec,canneal,36,simlarge,2218214586,117.441,116632725,5.26,121892696,23.873,510580927,42419710248,10198209531,0.24,18887.86,235638,5231169146,187322972,113874134,10.555,1.455802937
parsec,canneal,37,simlarge,2284386051,106.4,114506580,5.01,127766803,23.776,537376474,48206627129,10501091499,0.22,21469.83,344036,5384215515,198216899,118066280,8.815,1.74316506
parsec,canneal,38,simlarge,2273464440,112.274,121534701,5.35,128118068,23.034,556216703,45364441250,10360199098,0.23,20249.25,292075,5329378887,213416779,117942021,11.834,1.298462058
parsec,canneal,39,simlarge,2253762726,117.082,111855505,4.96,123120252,23.967,513711616,43375557308,10230691866,0.24,19249.37,237282,5231829487,177928062,114483382,10.597,1.450033028
parsec,canneal,40,simlarge,2340466909,115.313,115646071,4.94,122604106,22.905,535272284,45950403165,10589186236,0.23,20296.66,324942,5491722847,172952475,114447439,8.858,1.734703093
parsec,canneal,64,simlarge,2281625789,110.756,118782733,5.21,127947536,24.518,521850701,46026137206,10382569312,0.23,20600.53,237695,5334308783,195047912,118946009,11.074,1.387574499
parsec,canneal,128,simlarge,2437814145,111.782,124532404,5.11,138105567,23.92,577361373,48724475815,10886652654,0.22,21808.56,264665,5659648474,216040395,128391998,11.401,1.347776511
parsec,facesim,1,simsmall,2611603740,205.608,92523704,3.54,47021750,8.895,528637654,28765150041,30180082153,1.05,12701.83,203677,13675716718,146222496,44564322,11.433,1
parsec,facesim,2,simsmall,2624701388,168.86,95682310,3.65,57213751,9.874,579437656,34404851841,30577701394,0.89,15543.64,217010,13960146059,194527849,55305859,9.076,1.259695901
parsec,facesim,3,simsmall,2626531188,169.502,95020205,3.62,53363268,9.23,578120126,34350358118,30456209319,0.89,15495.54,215654,13838215649,205504314,54152308,7.645,1.495487247
parsec,facesim,4,simsmall,2615961070,165.499,95287732,3.64,53276989,9.583,555957908,34829040519,30784752787,0.88,15806.5,203949,13931266256,191003177,51978303,6.709,1.704128782
parsec,facesim,5,simsmall,430413117,189.15,16756477,3.89,18121779,16.691,108574337,5041933243,2068855670,0.41,2275.51,137490,1086933290,52430581,17786587,0.014,816.6428571
parsec,facesim,6,simsmall,2668699525,182.73,93201746,3.49,44856285,8.741,513162714,33261815573,30998412897,0.93,14604.64,196245,14090303631,129194886,42456546,5.377,2.126278594
parsec,facesim,7,simsmall,426266568,188.251,16780247,3.94,18758055,17.36,108051899,5008381189,2053250176,0.41,2264.35,137261,1081484201,52389755,18247770,0.014,816.6428571
parsec,facesim,8,simsmall,2673523429,161.36,96981982,3.63,55700704,9.515,585412940,36567370557,30614855567,0.84,16568.69,207753,14020251474,213674314,54717055,6.613,1.728867382
parsec,facesim,9,simsmall,414898782,184.678,16375572,3.95,17086961,15.986,106887884,4815781717,2016049016,0.42,2246.61,137255,1062130269,49818521,17367668,0.013,879.4615385
parsec,facesim,10,simsmall,438408729,192.169,16850652,3.84,18446327,16.328,112971561,5061071821,2080729048,0.41,2281.37,137219,1103211254,53508466,17857734,0.014,816.6428571
parsec,facesim,11,simsmall,426760522,191.715,16799271,3.94,18150671,16.395,110708326,4894765775,2070552135,0.42,2226.01,137188,1097672023,51074619,17519880,0.013,879.4615385
parsec,facesim,12,simsmall,435753202,190.405,16826009,3.86,18088578,16.271,111173840,5042921286,2036818715,0.4,2288.56,137428,1086309176,54338568,17857947,0.014,816.6428571
parsec,facesim,13,simsmall,444938579,192.829,17096464,3.84,18446463,16.266,113406977,5091633889,2148338610,0.42,2307.43,136919,1122808712,52442894,17657728,0.013,879.4615385
parsec,facesim,14,simsmall,432556283,193.224,16940451,3.92,17343654,15.709,110404214,4942142987,2024160097,0.41,2238.63,136928,1065596746,52255441,17125277,0.018,635.1666667
parsec,facesim,15,simsmall,444347407,195.497,16423908,3.7,19057399,17.127,111271223,5007374440,2129786837,0.43,2272.91,137032,1119530823,52366484,18662982,0.015,762.2
parsec,facesim,16,simsmall,2711473397,142.902,99750186,3.68,58090786,10.169,571228498,41936706006,31532870243,0.75,18974.32,184308,14345732221,197532637,54858697,6.556,1.743898719
parsec,facesim,18,simsmall,455552302,250.591,14613010,3.21,12850812,14.449,88936054,4212214321,2144320528,0.51,1817.91,137394,1139881556,37627620,12879199,0.012,952.75
parsec,facesim,19,simsmall,430687400,210.178,16293664,3.78,14546203,14.603,99612430,4635439330,2087023661,0.45,2049.16,137225,1099324838,45182236,15412383,0.013,879.4615385
parsec,facesim,20,simsmall,423823396,205.623,16305950,3.85,14593320,14.396,101373131,4654866214,2067548969,0.44,2061.17,137294,1090316689,46338619,14624632,0.013,879.4615385
parsec,facesim,21,simsmall,531489685,254.704,15483747,2.91,13830588,14.636,94494946,4744703503,2283243530,0.48,2086.7,137015,1200371105,40326425,13865131,0.015,762.2
parsec,facesim,22,simsmall,445243705,194.639,16773538,3.77,19245883,16.759,114841500,5011549148,2118874002,0.42,2287.54,137288,1104915199,52379151,18471796,0.015,762.2
parsec,facesim,23,simsmall,437127358,192.987,16460098,3.77,18588978,16.712,111230626,5009914541,2088246411,0.42,2265.06,137200,1110766135,53352082,18870888,0.016,714.5625
parsec,facesim,24,simsmall,425741516,187.528,16861684,3.96,17242313,15.935,108201157,5003274296,2066755066,0.41,2270.28,137489,1091785503,52402776,17323556,0.016,714.5625
parsec,facesim,25,simsmall,441171856,193.432,16621241,3.77,18972957,16.974,111773508,5059386612,2037144445,0.4,2280.75,137554,1079771513,52933454,18059922,0.016,714.5625
parsec,facesim,26,simsmall,447129141,197.51,17031707,3.81,19161604,17.014,112624028,5017814052,2175675020,0.43,2263.83,137426,1156056071,52053877,18577016,0.015,762.2
parsec,facesim,27,simsmall,441695862,196.628,17027117,3.85,18958669,16.824,112690305,4957687844,2052620880,0.41,2246.35,137607,1089746593,52419302,18337483,0.016,714.5625
parsec,facesim,28,simsmall,425899882,186.403,17289530,4.06,18667864,16.315,114421268,5029814744,2075752103,0.41,2284.83,137288,1100503023,52385438,18533086,0.016,714.5625
parsec,facesim,29,simsmall,454676255,198.467,16562547,3.64,18920173,17.039,111042903,5063631792,2064154744,0.41,2290.94,137567,1104889710,51584677,18099741,0.016,714.5625
parsec,facesim,30,simsmall,430276352,190.299,16556156,3.85,17701522,15.915,111225776,4977597107,2020857792,0.41,2261.05,137308,1075872341,52842792,17622044,0.017,672.5294118
parsec,facesim,31,simsmall,442460786,196.301,16215232,3.66,17986616,16.582,108471736,5000690002,2069288828,0.41,2253.99,136893,1088089562,50926703,17604314,0.016,714.5625
parsec,facesim,32,simsmall,2855560974,156.783,101965664,3.57,63397774,10.923,580398159,40032112347,32153578798,0.8,18213.44,205316,14757815158,204917719,60957259,7.299,1.566378956
parsec,facesim,33,simsmall,437158341,193.731,16243862,3.72,18597990,16.615,111931753,4985616024,2114240040,0.42,2256.52,137545,1116135085,51623301,17646840,0.014,816.6428571
parsec,facesim,34,simsmall,456706806,202.575,16334481,3.58,18499623,16.968,109023928,4933405519,2114046493,0.43,2254.51,137304,1115755481,51165244,16925921,0.018,635.1666667
parsec,facesim,35,simsmall,453965877,250.149,15478725,3.41,11735193,12.412,94544452,4212575384,2124401819,0.5,1814.78,137401,1137862497,35701951,11046993,0.012,952.75
parsec,facesim,36,simsmall,441098474,213.877,16403227,3.72,14162861,14.09,100517814,4700686189,2145775918,0.46,2062.39,137316,1131928682,44272140,14149480,0.016,714.5625
parsec,facesim,37,simsmall,468044836,215.879,16465214,3.52,13856258,13.628,101672846,4902680073,2200675481,0.45,2168.09,137192,1170686889,47721013,13932369,0.013,879.4615385
parsec,facesim,38,simsmall,482168101,229.594,16601385,3.44,13540126,14.247,95040574,4752202265,2208481639,0.46,2100.09,137318,1190437831,42864004,13509141,0.016,714.5625
parsec,facesim,39,simsmall,439996023,192.576,16884884,3.84,18795161,16.941,110941800,5046644095,2086776708,0.41,2284.8,137064,1108164524,51755663,17946015,0.015,762.2
parsec,facesim,40,simsmall,445087416,197.95,16509667,3.71,18580813,16.611,111858158,5011254215,2048115406,0.41,2248.48,137064,1084887237,52983546,18208784,0.018,635.1666667
parsec,facesim,64,simsmall,3111000685,137.499,109257638,3.51,74458002,11.917,624782458,50035255054,33688031419,0.67,22625.64,190744,15592493934,221859021,71097274,8.535,1.339543058
parsec,facesim,128,simsmall,3556985723,134.817,121508053,3.42,98066476,13.708,715389969,57826585492,35901023232,0.62,26383.77,196549,16669216851,258824429,95902074,10.788,1.059788654
parsec,facesim,1,simmedium,2772671282,218.692,90056994,3.25,44427439,8.258,537995033,28971148578,30603889038,1.06,12678.44,203512,13934979805,130768341,45313981,11.629,1
parsec,facesim,2,simmedium,2626316774,172.784,94574906,3.6,54864001,9.712,564909046,33751618416,30375083404,0.9,15200.03,208910,13810760524,186611768,53146772,8.439,1.378006873
parsec,facesim,3,simmedium,2642133433,164.284,96042441,3.64,57768130,10.012,576991389,35581407561,30626799558,0.86,16082.7,214844,13970182937,195055512,55448812,7.749,1.500709769
parsec,facesim,4,simmedium,2616347133,167.444,94808003,3.62,51757223,9.181,563756255,34374505994,30396120893,0.88,15625.19,203218,13846703183,200326872,50069883,6.806,1.708639436
parsec,facesim,5,simmedium,432716240,190.303,16544949,3.82,19043746,17.331,109881567,5024815676,2046288292,0.41,2273.82,136913,1087670333,51687367,18175883,0.013,894.5384615
parsec,facesim,6,simmedium,2777343080,182.657,92260918,3.32,42049647,7.687,547026884,34362987097,30767781382,0.9,15205.22,198955,14111189742,177517371,42959767,6.281,1.851456774
parsec,facesim,7,simmedium,437478484,212.628,16071524,3.67,14327164,14.029,102123886,4638739643,2039110410,0.44,2057.49,137370,1085623656,45752064,13716108,0.011,1057.181818
parsec,facesim,8,simmedium,2681251801,159.712,98126014,3.66,56690668,9.678,585741005,37037429078,30868173361,0.83,16788.02,207918,14105805571,211538798,55343181,6.834,1.701638865
parsec,facesim,9,simmedium,426851459,192.632,16220275,3.8,19055905,17.018,111976592,4894424294,2083210036,0.43,2215.89,137407,1083909354,51749636,18510695,0.014,830.6428571
parsec,facesim,10,simmedium,430887619,192.112,16828390,3.91,18267722,16.421,111244445,4967117891,2019001069,0.41,2242.89,136880,1071534497,52213841,17838802,0.015,775.2666667
parsec,facesim,11,simmedium,435661550,190.777,16382487,3.76,18027943,16.14,111697542,5074197956,2101752242,0.41,2283.62,137306,1095492693,53731342,17732087,0.018,646.0555556
parsec,facesim,12,simmedium,449387672,193.915,16462326,3.66,18846151,16.795,112210715,5096538435,2063884748,0.4,2317.45,137209,1092536784,52076128,18558682,0.015,775.2666667
parsec,facesim,13,simmedium,430261464,183.349,16936381,3.94,18603800,16.9,110078699,5186404612,2076920756,0.4,2346.67,137134,1102379927,52890045,18550163,0.015,775.2666667
parsec,facesim,14,simmedium,420126899,188.751,16862209,4.01,17380111,16.187,107368664,4883625841,2064137547,0.42,2225.83,136956,1086801367,49052842,17235483,0.016,726.8125
parsec,facesim,15,simmedium,431723318,191.465,16849450,3.9,18094732,16.409,110271415,4979627890,2061136180,0.41,2254.84,137267,1091147749,51676272,17811690,0.017,684.0588235
parsec,facesim,16,simmedium,2720866322,160.081,98258748,3.61,60003801,10.38,578094302,37330341041,31081526520,0.83,16996.86,202844,14250201806,199015435,57158117,6.44,1.805745342
parsec,facesim,18,simmedium,458694776,197.087,17079754,3.72,18387279,16.376,112281381,5131919447,2165054103,0.42,2327.37,137631,1138954565,52434455,17306428,0.015,775.2666667
parsec,facesim,19,simmedium,419921324,197.199,16105835,3.84,16541589,15.977,103530965,4701006002,2074969539,0.44,2129.43,137295,1091586378,46797284,16355672,0.015,775.2666667
parsec,facesim,20,simmedium,442678958,218.995,15928892,3.6,15548058,15.4,100959988,4588873061,2107319982,0.46,2021.41,137356,1118544015,45112178,15004851,0.013,894.5384615
parsec,facesim,21,simmedium,463912932,216.855,16452470,3.55,14756890,14.322,103034457,4825216713,2194625209,0.45,2139.28,136945,1158734453,45235092,14242518,0.012,969.0833333
parsec,facesim,22,simmedium,501031729,250.453,15789858,3.15,13674229,13.714,99708593,4574178879,2203093745,0.48,2000.5,137563,1200461397,38949126,12996583,0.013,894.5384615
parsec,facesim,23,simmedium,473554616,222.592,15923466,3.36,16311467,15.865,102815925,4814534353,2163743344,0.45,2127.46,137169,1148889626,43791792,15510920,0.013,894.5384615
parsec,facesim,24,simmedium,448756634,196.894,16645375,3.71,18815591,17.093,110077878,5051829746,2041847881,0.4,2279.18,136974,1081905897,53062376,18804546,0.015,775.2666667
parsec,facesim,25,simmedium,443588905,197.329,16737173,3.77,18701017,17.061,109613329,4981814323,2052058418,0.41,2247.97,137330,1093946896,51335819,17973703,0.015,775.2666667
parsec,facesim,26,simmedium,423140159,189.924,16795998,3.97,17761261,15.942,111410857,4910406338,2029355745,0.41,2227.95,137472,1074728006,51513668,17293889,0.019,612.0526316
parsec,facesim,27,simmedium,444611347,201.447,16591902,3.73,18447199,16.802,109792575,4864850156,2079496565,0.43,2207.09,137330,1101787165,50849674,18228020,0.015,775.2666667
parsec,facesim,28,simmedium,453344069,207.527,16790557,3.7,18246625,16.51,110517681,4823980080,2057569577,0.43,2184.51,136822,1116761706,49373826,17078389,0.015,775.2666667
